3.798	0.679366
3.804	0.657302
3.81	0.635341
3.816	0.613482
3.822	0.591728
3.828	0.57008
3.834	0.548538
3.84	0.527104
3.846	0.50578
3.852	0.484566
3.858	0.463465
3.864	0.442477
3.87	0.421603
3.876	0.400845
3.882	0.380205
3.888	0.359683
3.894	0.339281
3.9	0.319
3.906	0.298841
3.912	0.278807
3.918	0.258897
3.924	0.239113
3.93	0.219457
3.936	0.19993
3.942	0.180533
3.948	0.161267
3.954	0.142135
3.96	0.123136
3.966	0.104273
3.972	0.085546
3.978	0.0669574
3.984	0.0485079
3.99	0.030199
3.996	0.0120319
4.002	-0.00599199
4.008	-0.0238715
4.014	-0.0416053
4.02	-0.059192
4.026	-0.0766304
4.032	-0.0939192
4.038	-0.111057
4.044	-0.128043
4.05	-0.144875
4.056	-0.161552
4.062	-0.178074
4.068	-0.194438
4.074	-0.210643
4.08	-0.226688
4.086	-0.242572
4.092	-0.258293
4.098	-0.273851
4.104	-0.289243
4.11	-0.304469
4.116	-0.319527
4.122	-0.334416
4.128	-0.349135
4.134	-0.363682
4.14	-0.378056
4.146	-0.392256
4.152	-0.40628
4.158	-0.420128
4.164	-0.433797
4.17	-0.447287
4.176	-0.460596
4.182	-0.473723
4.188	-0.486667
4.194	-0.499427
4.2	-0.512
4.206	-0.524386
4.212	-0.536584
4.218	-0.548592
4.224	-0.560409
4.23	-0.572033
4.236	-0.583464
4.242	-0.5947
4.248	-0.605739
4.254	-0.616581
4.26	-0.627224
4.266	-0.637667
4.272	-0.647908
4.278	-0.657947
4.284	-0.667782
4.29	-0.677411
4.296	-0.686834
4.302	-0.696048
4.308	-0.705054
4.314	-0.713849
4.32	-0.722432
4.326	-0.730802
4.332	-0.738958
4.338	-0.746898
4.344	-0.75462
4.35	-0.762125
4.356	-0.76941
4.362	-0.776474
4.368	-0.783316
4.374	-0.789934
4.38	-0.796328
4.386	-0.802496
4.392	-0.808436
4.398	-0.814147
4.404	-0.819629
4.41	-0.824879
4.416	-0.829897
4.422	-0.834681
4.428	-0.839229
4.434	-0.843541
4.44	-0.847616
4.446	-0.851451
4.452	-0.855047
4.458	-0.8584
4.464	-0.861511
4.47	-0.864377
4.476	-0.866998
4.482	-0.869372
4.488	-0.871498
4.494	-0.873374
4.5	-0.875
4.506	-0.876374
4.512	-0.877494
4.518	-0.87836
4.524	-0.87897
4.53	-0.879323
4.536	-0.879417
4.542	-0.879252
4.548	-0.878825
4.554	-0.878137
4.56	-0.877184
4.566	-0.875967
4.572	-0.874483
4.578	-0.872731
4.584	-0.870711
4.59	-0.868421
4.596	-0.865859
4.602	-0.863025
4.608	-0.859916
4.614	-0.856532
4.62	-0.852872
4.626	-0.848934
4.632	-0.844716
4.638	-0.840218
4.644	-0.835438
4.65	-0.830375
4.656	-0.825028
4.662	-0.819394
4.668	-0.813474
4.674	-0.807266
4.68	-0.800768
4.686	-0.793979
4.692	-0.786898
4.698	-0.779524
4.704	-0.771854
4.71	-0.763889
4.716	-0.755626
4.722	-0.747065
4.728	-0.738204
4.734	-0.729041
4.74	-0.719576
4.746	-0.709807
4.752	-0.699733
4.758	-0.689352
4.764	-0.678664
4.77	-0.667667
4.776	-0.656359
4.782	-0.64474
4.788	-0.632808
4.794	-0.620562
4.8	-0.608
4.806	-0.595121
4.812	-0.581925
4.818	-0.568409
4.824	-0.554572
4.83	-0.540413
4.836	-0.525931
4.842	-0.511124
4.848	-0.495992
4.854	-0.480532
4.86	-0.464744
4.866	-0.448626
4.872	-0.432177
4.878	-0.415396
4.884	-0.398281
4.89	-0.380831
4.896	-0.363045
4.902	-0.344921
4.908	-0.326459
4.914	-0.307656
4.92	-0.288512
4.926	-0.269025
4.932	-0.249194
4.938	-0.229018
4.944	-0.208496
4.95	-0.187625
4.956	-0.166405
4.962	-0.144835
4.968	-0.122913
4.974	-0.100638
4.98	-0.078008
4.986	-0.0550227
4.992	-0.0316805
4.998	-0.00798001
5.004	0.0160801
5.01	0.040501
5.016	0.0652841
5.022	0.0904306
5.028	0.115942
5.034	0.141819
5.04	0.168064
5.046	0.194677
5.052	0.221661
5.058	0.249015
5.064	0.276742
5.07	0.304843
5.076	0.333319
5.082	0.362171
5.088	0.391401
5.094	0.421011
5.1	0.451
5.106	0.481371
5.112	0.512125
5.118	0.543263
5.124	0.574787
5.13	0.606697
5.136	0.638995
5.142	0.671683
5.148	0.704762
5.154	0.738232
5.16	0.772096
5.166	0.806354
5.172	0.841008
5.178	0.87606
5.184	0.91151
5.19	0.947359
5.196	0.98361
5.202	1.02026
5.208	1.05732
5.214	1.09478
5.22	1.13265
5.226	1.17092
5.232	1.20961
5.238	1.2487
5.244	1.28821
5.25	1.32812
5.256	1.36846
5.262	1.4092
5.268	1.45037
5.274	1.49195
5.28	1.53395
5.286	1.57637
