-2.5	-0.4	
-2.495	-0.400802	
-2.49	-0.401606	
-2.485	-0.402414	
-2.48	-0.403226	
-2.475	-0.40404	
-2.47	-0.404858	
-2.465	-0.40568	
-2.46	-0.406504	
-2.455	-0.407332	
-2.45	-0.408163	
-2.445	-0.408998	
-2.44	-0.409836	
-2.435	-0.410678	
-2.43	-0.411523	
-2.425	-0.412371	
-2.42	-0.413223	
-2.415	-0.414079	
-2.41	-0.414938	
-2.405	-0.4158	
-2.4	-0.416667	
-2.395	-0.417537	
-2.39	-0.41841	
-2.385	-0.419287	
-2.38	-0.420168	
-2.375	-0.421053	
-2.37	-0.421941	
-2.365	-0.422833	
-2.36	-0.423729	
-2.355	-0.424628	
-2.35	-0.425532	
-2.345	-0.426439	
-2.34	-0.42735	
-2.335	-0.428266	
-2.33	-0.429185	
-2.325	-0.430108	
-2.32	-0.431034	
-2.315	-0.431965	
-2.31	-0.4329	
-2.305	-0.433839	
-2.3	-0.434783	
-2.295	-0.43573	
-2.29	-0.436681	
-2.285	-0.437637	
-2.28	-0.438596	
-2.275	-0.43956	
-2.27	-0.440529	
-2.265	-0.441501	
-2.26	-0.442478	
-2.255	-0.443459	
-2.25	-0.444444	
-2.245	-0.445434	
-2.24	-0.446429	
-2.235	-0.447427	
-2.23	-0.44843	
-2.225	-0.449438	
-2.22	-0.45045	
-2.215	-0.451467	
-2.21	-0.452489	
-2.205	-0.453515	
-2.2	-0.454545	
-2.195	-0.455581	
-2.19	-0.456621	
-2.185	-0.457666	
-2.18	-0.458716	
-2.175	-0.45977	
-2.17	-0.460829	
-2.165	-0.461894	
-2.16	-0.462963	
-2.155	-0.464037	
-2.15	-0.465116	
-2.145	-0.4662	
-2.14	-0.46729	
-2.135	-0.468384	
-2.13	-0.469484	
-2.125	-0.470588	
-2.12	-0.471698	
-2.115	-0.472813	
-2.11	-0.473934	
-2.105	-0.475059	
-2.1	-0.47619	
-2.095	-0.477327	
-2.09	-0.478469	
-2.085	-0.479616	
-2.08	-0.480769	
-2.075	-0.481928	
-2.07	-0.483092	
-2.065	-0.484262	
-2.06	-0.485437	
-2.055	-0.486618	
-2.05	-0.487805	
-2.045	-0.488998	
-2.04	-0.490196	
-2.035	-0.4914	
-2.03	-0.492611	
-2.025	-0.493827	
-2.02	-0.49505	
-2.015	-0.496278	
-2.01	-0.497512	
-2.005	-0.498753	
-2	-0.5	
-1.995	-0.501253	0.019975	-0.019975
-1.99	-0.502513	0.0399	-0.0399
-1.985	-0.503778	0.059775	-0.059775
-1.98	-0.505051	0.0796	-0.0796
-1.975	-0.506329	0.099375	-0.099375
-1.97	-0.507614	0.1191	-0.1191
-1.965	-0.508906	0.138775	-0.138775
-1.96	-0.510204	0.1584	-0.1584
-1.955	-0.511509	0.177975	-0.177975
-1.95	-0.512821	0.1975	-0.1975
-1.945	-0.514139	0.216975	-0.216975
-1.94	-0.515464	0.2364	-0.2364
-1.935	-0.516796	0.255775	-0.255775
-1.93	-0.518135	0.2751	-0.2751
-1.925	-0.519481	0.294375	-0.294375
-1.92	-0.520833	0.3136	-0.3136
-1.915	-0.522193	0.332775	-0.332775
-1.91	-0.52356	0.3519	-0.3519
-1.905	-0.524934	0.370975	-0.370975
-1.9	-0.526316	0.39	-0.39
-1.895	-0.527704	0.408975	-0.408975
-1.89	-0.529101	0.4279	-0.4279
-1.885	-0.530504	0.446775	-0.446775
-1.88	-0.531915	0.4656	-0.4656
-1.875	-0.533333	0.484375	-0.484375
-1.87	-0.534759	0.5031	-0.5031
-1.865	-0.536193	0.521775	-0.521775
-1.86	-0.537634	0.5404	-0.5404
-1.855	-0.539084	0.558975	-0.558975
-1.85	-0.540541	0.5775	-0.5775
-1.845	-0.542005	0.595975	-0.595975
-1.84	-0.543478	0.6144	-0.6144
-1.835	-0.544959	0.632775	-0.632775
-1.83	-0.546448	0.6511	-0.6511
-1.825	-0.547945	0.669375	-0.669375
-1.82	-0.549451	0.6876	-0.6876
-1.815	-0.550964	0.705775	-0.705775
-1.81	-0.552486	0.7239	-0.7239
-1.805	-0.554017	0.741975	-0.741975
-1.8	-0.555556	0.76	-0.76
-1.795	-0.557103	0.777975	-0.777975
-1.79	-0.558659	0.7959	-0.7959
-1.785	-0.560224	0.813775	-0.813775
-1.78	-0.561798	0.8316	-0.8316
-1.775	-0.56338	0.849375	-0.849375
-1.77	-0.564972	0.8671	-0.8671
-1.765	-0.566572	0.884775	-0.884775
-1.76	-0.568182	0.9024	-0.9024
-1.755	-0.569801	0.919975	-0.919975
-1.75	-0.571429	0.9375	-0.9375
-1.745	-0.573066	0.954975	-0.954975
-1.74	-0.574713	0.9724	-0.9724
-1.735	-0.576369	0.989775	-0.989775
-1.73	-0.578035	1.0071	-1.0071
-1.725	-0.57971	1.02437	-1.02437
-1.72	-0.581395	1.0416	-1.0416
-1.715	-0.58309	1.05878	-1.05878
-1.71	-0.584795	1.0759	-1.0759
-1.705	-0.58651	1.09297	-1.09297
-1.7	-0.588235	1.11	-1.11
-1.695	-0.589971	1.12698	-1.12698
-1.69	-0.591716	1.1439	-1.1439
-1.685	-0.593472	1.16077	-1.16077
-1.68	-0.595238	1.1776	-1.1776
-1.675	-0.597015	1.19437	-1.19437
-1.67	-0.598802	1.2111	-1.2111
-1.665	-0.600601	1.22777	-1.22777
-1.66	-0.60241	1.2444	-1.2444
-1.655	-0.60423	1.26097	-1.26097
-1.65	-0.606061	1.2775	-1.2775
-1.645	-0.607903	1.29398	-1.29398
-1.64	-0.609756	1.3104	-1.3104
-1.635	-0.611621	1.32678	-1.32678
-1.63	-0.613497	1.3431	-1.3431
-1.625	-0.615385	1.35938	-1.35938
-1.62	-0.617284	1.3756	-1.3756
-1.615	-0.619195	1.39177	-1.39177
-1.61	-0.621118	1.4079	-1.4079
-1.605	-0.623053	1.42397	-1.42397
-1.6	-0.625	1.44	-1.44
-1.595	-0.626959	1.45598	-1.45598
-1.59	-0.628931	1.4719	-1.4719
-1.585	-0.630915	1.48778	-1.48778
-1.58	-0.632911	1.5036	-1.5036
-1.575	-0.634921	1.51938	-1.51938
-1.57	-0.636943	1.5351	-1.5351
-1.565	-0.638978	1.55078	-1.55078
-1.56	-0.641026	1.5664	-1.5664
-1.555	-0.643087	1.58197	-1.58197
-1.55	-0.645161	1.5975	-1.5975
-1.545	-0.647249	1.61298	-1.61298
-1.54	-0.649351	1.6284	-1.6284
-1.535	-0.651466	1.64377	-1.64377
-1.53	-0.653595	1.6591	-1.6591
-1.525	-0.655738	1.67438	-1.67438
-1.52	-0.657895	1.6896	-1.6896
-1.515	-0.660066	1.70477	-1.70477
-1.51	-0.662252	1.7199	-1.7199
-1.505	-0.664452	1.73498	-1.73498
-1.5	-0.666667	1.75	-1.75
-1.495	-0.668896	1.76497	-1.76497
-1.49	-0.671141	1.7799	-1.7799
-1.485	-0.673401	1.79477	-1.79477
-1.48	-0.675676	1.8096	-1.8096
-1.475	-0.677966	1.82437	-1.82437
-1.47	-0.680272	1.8391	-1.8391
-1.465	-0.682594	1.85377	-1.85377
-1.46	-0.684932	1.8684	-1.8684
-1.455	-0.687285	1.88297	-1.88297
-1.45	-0.689655	1.8975	-1.8975
-1.445	-0.692042	1.91197	-1.91197
-1.44	-0.694444	1.9264	-1.9264
-1.435	-0.696864	1.94077	-1.94077
-1.43	-0.699301	1.9551	-1.9551
-1.425	-0.701754	1.96937	-1.96937
-1.42	-0.704225	1.9836	-1.9836
-1.415	-0.706714	1.99777	-1.99777
-1.41	-0.70922	2.0119	-2.0119
-1.405	-0.711744	2.02597	-2.02597
-1.4	-0.714286	2.04	-2.04
-1.395	-0.716846	2.05397	-2.05397
-1.39	-0.719424	2.0679	-2.0679
-1.385	-0.722022	2.08177	-2.08177
-1.38	-0.724638	2.0956	-2.0956
-1.375	-0.727273	2.10938	-2.10938
-1.37	-0.729927	2.1231	-2.1231
-1.365	-0.732601	2.13678	-2.13678
-1.36	-0.735294	2.1504	-2.1504
-1.355	-0.738007	2.16397	-2.16397
-1.35	-0.740741	2.1775	-2.1775
-1.345	-0.743494	2.19097	-2.19097
-1.34	-0.746269	2.2044	-2.2044
-1.335	-0.749064	2.21778	-2.21778
-1.33	-0.75188	2.2311	-2.2311
-1.325	-0.754717	2.24437	-2.24437
-1.32	-0.757576	2.2576	-2.2576
-1.315	-0.760456	2.27078	-2.27078
-1.31	-0.763359	2.2839	-2.2839
-1.305	-0.766284	2.29698	-2.29698
-1.3	-0.769231	2.31	-2.31
-1.295	-0.772201	2.32298	-2.32298
-1.29	-0.775194	2.3359	-2.3359
-1.285	-0.77821	2.34878	-2.34878
-1.28	-0.78125	2.3616	-2.3616
-1.275	-0.784314	2.37438	-2.37438
-1.27	-0.787402	2.3871	-2.3871
-1.265	-0.790514	2.39977	-2.39977
-1.26	-0.793651	2.4124	-2.4124
-1.255	-0.796813	2.42498	-2.42498
-1.25	-0.8	2.4375	-2.4375
-1.245	-0.803213	2.44997	-2.44997
-1.24	-0.806452	2.4624	-2.4624
-1.235	-0.809717	2.47477	-2.47477
-1.23	-0.813008	2.4871	-2.4871
-1.225	-0.816327	2.49937	-2.49937
-1.22	-0.819672	2.5116	-2.5116
-1.215	-0.823045	2.52377	-2.52377
-1.21	-0.826446	2.5359	-2.5359
-1.205	-0.829876	2.54798	-2.54798
-1.2	-0.833333	2.56	-2.56
-1.195	-0.83682	2.57198	-2.57198
-1.19	-0.840336	2.5839	-2.5839
-1.185	-0.843882	2.59577	-2.59577
-1.18	-0.847458	2.6076	-2.6076
-1.175	-0.851064	2.61937	-2.61937
-1.17	-0.854701	2.6311	-2.6311
-1.165	-0.858369	2.64277	-2.64277
-1.16	-0.862069	2.6544	-2.6544
-1.155	-0.865801	2.66597	-2.66597
-1.15	-0.869565	2.6775	-2.6775
-1.145	-0.873362	2.68898	-2.68898
-1.14	-0.877193	2.7004	-2.7004
-1.135	-0.881057	2.71178	-2.71178
-1.13	-0.884956	2.7231	-2.7231
-1.125	-0.888889	2.73438	-2.73438
-1.12	-0.892857	2.7456	-2.7456
-1.115	-0.896861	2.75678	-2.75678
-1.11	-0.900901	2.7679	-2.7679
-1.105	-0.904977	2.77897	-2.77897
-1.1	-0.909091	2.79	-2.79
-1.095	-0.913242	2.80098	-2.80098
-1.09	-0.917431	2.8119	-2.8119
-1.085	-0.921659	2.82278	-2.82278
-1.08	-0.925926	2.8336	-2.8336
-1.075	-0.930233	2.84438	-2.84438
-1.07	-0.934579	2.8551	-2.8551
-1.065	-0.938967	2.86578	-2.86578
-1.06	-0.943396	2.8764	-2.8764
-1.055	-0.947867	2.88698	-2.88698
-1.05	-0.952381	2.8975	-2.8975
-1.045	-0.956938	2.90798	-2.90798
-1.04	-0.961538	2.9184	-2.9184
-1.035	-0.966184	2.92877	-2.92877
-1.03	-0.970874	2.9391	-2.9391
-1.025	-0.97561	2.94937	-2.94937
-1.02	-0.980392	2.9596	-2.9596
-1.015	-0.985222	2.96978	-2.96978
-1.01	-0.990099	2.9799	-2.9799
-1.005	-0.995025	2.98998	-2.98998
-1	-1	3	-3
-0.995	-1.00503	3.00997	-3.00997
-0.99	-1.0101	3.0199	-3.0199
-0.985	-1.01523	3.02977	-3.02977
-0.98	-1.02041	3.0396	-3.0396
-0.975	-1.02564	3.04937	-3.04937
-0.97	-1.03093	3.0591	-3.0591
-0.965	-1.03627	3.06877	-3.06877
-0.96	-1.04167	3.0784	-3.0784
-0.955	-1.04712	3.08798	-3.08798
-0.95	-1.05263	3.0975	-3.0975
-0.945	-1.0582	3.10697	-3.10697
-0.94	-1.06383	3.1164	-3.1164
-0.935	-1.06952	3.12577	-3.12577
-0.93	-1.07527	3.1351	-3.1351
-0.925	-1.08108	3.14438	-3.14438
-0.92	-1.08696	3.1536	-3.1536
-0.915	-1.0929	3.16277	-3.16277
-0.91	-1.0989	3.1719	-3.1719
-0.905	-1.10497	3.18098	-3.18098
-0.9	-1.11111	3.19	-3.19
-0.895	-1.11732	3.19897	-3.19897
-0.89	-1.1236	3.2079	-3.2079
-0.885	-1.12994	3.21678	-3.21678
-0.88	-1.13636	3.2256	-3.2256
-0.875	-1.14286	3.23438	-3.23438
-0.87	-1.14943	3.2431	-3.2431
-0.865	-1.15607	3.25177	-3.25177
-0.86	-1.16279	3.2604	-3.2604
-0.855	-1.16959	3.26898	-3.26898
-0.85	-1.17647	3.2775	-3.2775
-0.845	-1.18343	3.28598	-3.28598
-0.84	-1.19048	3.2944	-3.2944
-0.835	-1.1976	3.30278	-3.30278
-0.83	-1.20482	3.3111	-3.3111
-0.825	-1.21212	3.31937	-3.31937
-0.82	-1.21951	3.3276	-3.3276
-0.815	-1.22699	3.33577	-3.33577
-0.81	-1.23457	3.3439	-3.3439
-0.805	-1.24224	3.35198	-3.35198
-0.8	-1.25	3.36	-3.36
-0.795	-1.25786	3.36798	-3.36798
-0.79	-1.26582	3.3759	-3.3759
-0.785	-1.27389	3.38377	-3.38377
-0.78	-1.28205	3.3916	-3.3916
-0.775	-1.29032	3.39938	-3.39938
-0.77	-1.2987	3.4071	-3.4071
-0.765	-1.30719	3.41478	-3.41478
-0.76	-1.31579	3.4224	-3.4224
-0.755	-1.3245	3.42998	-3.42998
-0.75	-1.33333	3.4375	-3.4375
-0.745	-1.34228	3.44497	-3.44497
-0.74	-1.35135	3.4524	-3.4524
-0.735	-1.36054	3.45977	-3.45977
-0.73	-1.36986	3.4671	-3.4671
-0.725	-1.37931	3.47437	-3.47437
-0.72	-1.38889	3.4816	-3.4816
-0.715	-1.3986	3.48877	-3.48877
-0.71	-1.40845	3.4959	-3.4959
-0.705	-1.41844	3.50297	-3.50297
-0.7	-1.42857	3.51	-3.51
-0.695	-1.43885	3.51697	-3.51697
-0.69	-1.44928	3.5239	-3.5239
-0.685	-1.45985	3.53077	-3.53077
-0.68	-1.47059	3.5376	-3.5376
-0.675	-1.48148	3.54438	-3.54438
-0.67	-1.49254	3.5511	-3.5511
-0.665	-1.50376	3.55777	-3.55777
-0.66	-1.51515	3.5644	-3.5644
-0.655	-1.52672	3.57097	-3.57097
-0.65	-1.53846	3.5775	-3.5775
-0.645	-1.55039	3.58398	-3.58398
-0.64	-1.5625	3.5904	-3.5904
-0.635	-1.5748	3.59678	-3.59678
-0.63	-1.5873	3.6031	-3.6031
-0.625	-1.6	3.60938	-3.60938
-0.62	-1.6129	3.6156	-3.6156
-0.615	-1.62602	3.62177	-3.62177
-0.61	-1.63934	3.6279	-3.6279
-0.605	-1.65289	3.63397	-3.63397
-0.6	-1.66667	3.64	-3.64
-0.595	-1.68067	3.64597	-3.64597
-0.59	-1.69492	3.6519	-3.6519
-0.585	-1.7094	3.65777	-3.65777
-0.58	-1.72414	3.6636	-3.6636
-0.575	-1.73913	3.66938	-3.66938
-0.57	-1.75439	3.6751	-3.6751
-0.565	-1.76991	3.68078	-3.68078
-0.56	-1.78571	3.6864	-3.6864
-0.555	-1.8018	3.69198	-3.69198
-0.55	-1.81818	3.6975	-3.6975
-0.545	-1.83486	3.70297	-3.70297
-0.54	-1.85185	3.7084	-3.7084
-0.535	-1.86916	3.71378	-3.71378
-0.53	-1.88679	3.7191	-3.7191
-0.525	-1.90476	3.72438	-3.72438
-0.52	-1.92308	3.7296	-3.7296
-0.515	-1.94175	3.73477	-3.73477
-0.51	-1.96078	3.7399	-3.7399
-0.505	-1.9802	3.74498	-3.74498
-0.5	-2	3.75	-3.75
-0.495	-2.0202	3.75497	-3.75497
