x1	x2	x3	error
1.18326e+73	-2.03999e+73	-1.61163e+73	0.139429
1.37497e+73	-2.37051e+73	-1.87274e+73	0.139429
1.59775e+73	-2.75457e+73	-2.17616e+73	0.139429
1.85661e+73	-3.20087e+73	-2.52874e+73	0.139429
2.15742e+73	-3.71947e+73	-2.93844e+73	0.139429
2.50696e+73	-4.32209e+73	-3.41453e+73	0.139429
2.91313e+73	-5.02235e+73	-3.96774e+73	0.139429
3.38512e+73	-5.83607e+73	-4.61059e+73	0.139429
3.93357e+73	-6.78163e+73	-5.3576e+73	0.139429
4.57088e+73	-7.88038e+73	-6.22563e+73	0.139429
5.31145e+73	-9.15715e+73	-7.2343e+73	0.139429
6.17201e+73	-1.06408e+74	-8.4064e+73	0.139429
7.17199e+73	-1.23648e+74	-9.76839e+73	0.139429
8.33399e+73	-1.43681e+74	-1.13511e+74	0.139429
9.68426e+73	-1.6696e+74	-1.31901e+74	0.139429
1.12533e+74	-1.94011e+74	-1.53272e+74	0.139429
1.30765e+74	-2.25445e+74	-1.78105e+74	0.139429
1.51952e+74	-2.61971e+74	-2.06961e+74	0.139429
1.76571e+74	-3.04415e+74	-2.40493e+74	0.139429
2.05179e+74	-3.53736e+74	-2.79458e+74	0.139429
2.38422e+74	-4.11048e+74	-3.24735e+74	0.139429
2.77051e+74	-4.77646e+74	-3.77348e+74	0.139429
3.21938e+74	-5.55033e+74	-4.38486e+74	0.139429
3.74098e+74	-6.44959e+74	-5.09529e+74	0.139429
4.34709e+74	-7.49455e+74	-5.92082e+74	0.139429
5.0514e+74	-8.70881e+74	-6.88011e+74	0.139429
5.86983e+74	-1.01198e+75	-7.99482e+74	0.139429
6.82085e+74	-1.17594e+75	-9.29013e+74	0.139429
7.92596e+74	-1.36647e+75	-1.07953e+75	0.139429
9.21011e+74	-1.58786e+75	-1.25444e+75	0.139429
1.07023e+75	-1.84512e+75	-1.45768e+75	0.139429
1.24363e+75	-2.14407e+75	-1.69385e+75	0.139429
1.44512e+75	-2.49145e+75	-1.96828e+75	0.139429
1.67926e+75	-2.89511e+75	-2.28718e+75	0.139429
1.95133e+75	-3.36417e+75	-2.65775e+75	0.139429
2.26749e+75	-3.90923e+75	-3.08836e+75	0.139429
2.63486e+75	-4.5426e+75	-3.58873e+75	0.139429
3.06176e+75	-5.27859e+75	-4.17017e+75	0.139429
3.55782e+75	-6.13382e+75	-4.84582e+75	0.139429
4.13426e+75	-7.12762e+75	-5.63094e+75	0.139429
4.80409e+75	-8.28243e+75	-6.54326e+75	0.139429
5.58244e+75	-9.62434e+75	-7.60339e+75	0.139429
6.4869e+75	-1.11837e+76	-8.83528e+75	0.139429
7.5379e+75	-1.29956e+76	-1.02668e+76	0.139429
8.75918e+75	-1.51012e+76	-1.19302e+76	0.139429
1.01783e+76	-1.75478e+76	-1.38631e+76	0.139429
1.18274e+76	-2.03909e+76	-1.61092e+76	0.139429
1.37437e+76	-2.36946e+76	-1.87192e+76	0.139429
1.59704e+76	-2.75336e+76	-2.1752e+76	0.139429
1.85579e+76	-3.19946e+76	-2.52763e+76	0.139429
2.15647e+76	-3.71783e+76	-2.93715e+76	0.139429
2.50586e+76	-4.32019e+76	-3.41303e+76	0.139429
2.91185e+76	-5.02015e+76	-3.966e+76	0.139429
3.38363e+76	-5.83351e+76	-4.60857e+76	0.139429
3.93184e+76	-6.77865e+76	-5.35524e+76	0.139429
4.56888e+76	-7.87692e+76	-6.2229e+76	0.139429
5.30912e+76	-9.15313e+76	-7.23112e+76	0.139429
6.1693e+76	-1.06361e+77	-8.4027e+76	0.139429
7.16884e+76	-1.23594e+77	-9.7641e+76	0.139429
8.33033e+76	-1.43618e+77	-1.13461e+77	0.139429
9.68e+76	-1.66887e+77	-1.31844e+77	0.139429
1.12483e+77	-1.93926e+77	-1.53205e+77	0.139429
1.30708e+77	-2.25346e+77	-1.78027e+77	0.139429
1.51885e+77	-2.61856e+77	-2.0687e+77	0.139429
1.76493e+77	-3.04281e+77	-2.40387e+77	0.139429
2.05089e+77	-3.53581e+77	-2.79335e+77	0.139429
2.38317e+77	-4.10868e+77	-3.24592e+77	0.139429
2.76929e+77	-4.77436e+77	-3.77182e+77	0.139429
3.21797e+77	-5.5479e+77	-4.38293e+77	0.139429
3.73934e+77	-6.44676e+77	-5.09305e+77	0.139429
4.34518e+77	-7.49126e+77	-5.91822e+77	0.139429
5.04918e+77	-8.70499e+77	-6.87709e+77	0.139429
5.86725e+77	-1.01154e+78	-7.9913e+77	0.139429
6.81785e+77	-1.17542e+78	-9.28605e+77	0.139429
7.92248e+77	-1.36587e+78	-1.07906e+78	0.139429
9.20607e+77	-1.58716e+78	-1.25388e+78	0.139429
1.06976e+78	-1.84431e+78	-1.45704e+78	0.139429
1.24308e+78	-2.14313e+78	-1.6931e+78	0.139429
1.44449e+78	-2.49035e+78	-1.96742e+78	0.139429
1.67852e+78	-2.89384e+78	-2.28618e+78	0.139429
1.95048e+78	-3.36269e+78	-2.65658e+78	0.139429
2.26649e+78	-3.90751e+78	-3.087e+78	0.139429
2.6337e+78	-4.54061e+78	-3.58715e+78	0.139429
3.06041e+78	-5.27627e+78	-4.16834e+78	0.139429
3.55626e+78	-6.13113e+78	-4.84369e+78	0.139429
4.13244e+78	-7.12449e+78	-5.62846e+78	0.139429
4.80197e+78	-8.27879e+78	-6.54038e+78	0.139429
5.57999e+78	-9.62011e+78	-7.60005e+78	0.139429
6.48405e+78	-1.11787e+79	-8.8314e+78	0.139429
7.53459e+78	-1.29899e+79	-1.02623e+79	0.139429
8.75534e+78	-1.50945e+79	-1.19249e+79	0.139429
1.01739e+79	-1.75401e+79	-1.3857e+79	0.139429
1.18222e+79	-2.0382e+79	-1.61021e+79	0.139429
1.37377e+79	-2.36842e+79	-1.87109e+79	0.139429
1.59634e+79	-2.75215e+79	-2.17425e+79	0.139429
1.85498e+79	-3.19805e+79	-2.52652e+79	0.139429
2.15552e+79	-3.7162e+79	-2.93586e+79	0.139429
2.50476e+79	-4.3183e+79	-3.41153e+79	0.139429
2.91057e+79	-5.01794e+79	-3.96426e+79	0.139429
3.38214e+79	-5.83094e+79	-4.60654e+79	0.139429
3.93012e+79	-6.77567e+79	-5.35289e+79	0.139429
4.56687e+79	-7.87346e+79	-6.22016e+79	0.139429
5.30679e+79	-9.1491e+79	-7.22795e+79	0.139429
6.16659e+79	-1.06314e+80	-8.39901e+79	0.139429
7.16569e+79	-1.23539e+80	-9.75981e+79	0.139429
8.32667e+79	-1.43555e+80	-1.13411e+80	0.139429
9.67575e+79	-1.66814e+80	-1.31786e+80	0.139429
1.12434e+80	-1.93841e+80	-1.53137e+80	0.139429
1.30651e+80	-2.25247e+80	-1.77949e+80	0.139429
1.51818e+80	-2.61741e+80	-2.0678e+80	0.139429
1.76416e+80	-3.04148e+80	-2.40282e+80	0.139429
2.04999e+80	-3.53425e+80	-2.79212e+80	0.139429
2.38212e+80	-4.10687e+80	-3.2445e+80	0.139429
2.76807e+80	-4.77226e+80	-3.77017e+80	0.139429
3.21655e+80	-5.54546e+80	-4.38101e+80	0.139429
3.7377e+80	-6.44393e+80	-5.09081e+80	0.139429
4.34327e+80	-7.48797e+80	-5.91562e+80	0.139429
5.04697e+80	-8.70116e+80	-6.87406e+80	0.139429
5.86467e+80	-1.01109e+81	-7.98779e+80	0.139429
6.81486e+80	-1.17491e+81	-9.28197e+80	0.139429
7.919e+80	-1.36527e+81	-1.07858e+81	0.139429
9.20202e+80	-1.58646e+81	-1.25333e+81	0.139429
1.06929e+81	-1.8435e+81	-1.4564e+81	0.139429
1.24254e+81	-2.14218e+81	-1.69236e+81	0.139429
1.44385e+81	-2.48926e+81	-1.96656e+81	0.139429
1.67779e+81	-2.89257e+81	-2.28518e+81	0.139429
1.94962e+81	-3.36122e+81	-2.65542e+81	0.139429
2.26549e+81	-3.9058e+81	-3.08565e+81	0.139429
2.63255e+81	-4.53861e+81	-3.58558e+81	0.139429
3.05907e+81	-5.27395e+81	-4.16651e+81	0.139429
3.5547e+81	-6.12843e+81	-4.84156e+81	0.139429
4.13063e+81	-7.12136e+81	-5.62599e+81	0.139429
4.79987e+81	-8.27515e+81	-6.53751e+81	0.139429
5.57753e+81	-9.61588e+81	-7.59671e+81	0.139429
6.4812e+81	-1.11738e+82	-8.82752e+81	0.139429
7.53128e+81	-1.29842e+82	-1.02577e+82	0.139429
8.75149e+81	-1.50879e+82	-1.19197e+82	0.139429
1.01694e+82	-1.75324e+82	-1.38509e+82	0.139429
1.1817e+82	-2.0373e+82	-1.6095e+82	0.139429
1.37316e+82	-2.36738e+82	-1.87027e+82	0.139429
1.59564e+82	-2.75094e+82	-2.17329e+82	0.139429
1.85416e+82	-3.19665e+82	-2.52541e+82	0.139429
2.15457e+82	-3.71457e+82	-2.93457e+82	0.139429
2.50366e+82	-4.3164e+82	-3.41003e+82	0.139429
2.9093e+82	-5.01574e+82	-3.96252e+82	0.139429
3.38066e+82	-5.82838e+82	-4.60452e+82	0.139429
3.92839e+82	-6.77269e+82	-5.35054e+82	0.139429
4.56486e+82	-7.87e+82	-6.21743e+82	0.139429
5.30446e+82	-9.14509e+82	-7.22477e+82	0.139429
6.16388e+82	-1.06268e+83	-8.39532e+82	0.139429
7.16255e+82	-1.23485e+83	-9.75552e+82	0.139429
8.32301e+82	-1.43492e+83	-1.13361e+83	0.139429
9.6715e+82	-1.6674e+83	-1.31728e+83	0.139429
1.12385e+83	-1.93755e+83	-1.5307e+83	0.139429
1.30593e+83	-2.25148e+83	-1.7787e+83	0.139429
1.51752e+83	-2.61626e+83	-2.06689e+83	0.139429
1.76338e+83	-3.04014e+83	-2.40176e+83	0.139429
2.04909e+83	-3.5327e+83	-2.79089e+83	0.139429
2.38108e+83	-4.10507e+83	-3.24307e+83	0.139429
2.76686e+83	-4.77017e+83	-3.76851e+83	0.139429
3.21514e+83	-5.54302e+83	-4.37908e+83	0.139429
3.73605e+83	-6.4411e+83	-5.08858e+83	0.139429
4.34137e+83	-7.48468e+83	-5.91302e+83	0.139429
5.04475e+83	-8.69734e+83	-6.87104e+83	0.139429
5.86209e+83	-1.01065e+84	-7.98428e+83	0.139429
6.81187e+83	-1.17439e+84	-9.27789e+83	0.139429
7.91552e+83	-1.36467e+84	-1.07811e+84	0.139429
9.19798e+83	-1.58577e+84	-1.25278e+84	0.139429
1.06882e+84	-1.84269e+84	-1.45576e+84	0.139429
1.24199e+84	-2.14124e+84	-1.69162e+84	0.139429
1.44322e+84	-2.48816e+84	-1.96569e+84	0.139429
1.67705e+84	-2.89129e+84	-2.28417e+84	0.139429
1.94876e+84	-3.35974e+84	-2.65425e+84	0.139429
2.2645e+84	-3.90408e+84	-3.08429e+84	0.139429
2.63139e+84	-4.53662e+84	-3.584e+84	0.139429
3.05773e+84	-5.27164e+84	-4.16468e+84	0.139429
3.55314e+84	-6.12574e+84	-4.83944e+84	0.139429
4.12881e+84	-7.11823e+84	-5.62352e+84	0.139429
4.79776e+84	-8.27152e+84	-6.53464e+84	0.139429
5.57508e+84	-9.61166e+84	-7.59337e+84	0.139429
6.47835e+84	-1.11689e+85	-8.82364e+84	0.139429
7.52797e+84	-1.29785e+85	-1.02532e+85	0.139429
8.74765e+84	-1.50813e+85	-1.19145e+85	0.139429
1.01649e+85	-1.75247e+85	-1.38448e+85	0.139429
1.18118e+85	-2.03641e+85	-1.6088e+85	0.139429
1.37256e+85	-2.36634e+85	-1.86945e+85	0.139429
1.59494e+85	-2.74974e+85	-2.17234e+85	0.139429
1.85335e+85	-3.19525e+85	-2.5243e+85	0.139429
2.15363e+85	-3.71294e+85	-2.93328e+85	0.139429
2.50256e+85	-4.3145e+85	-3.40853e+85	0.139429
2.90802e+85	-5.01353e+85	-3.96078e+85	0.139429
3.37917e+85	-5.82582e+85	-4.6025e+85	0.139429
3.92666e+85	-6.76972e+85	-5.34819e+85	0.139429
4.56286e+85	-7.86654e+85	-6.2147e+85	0.139429
5.30213e+85	-9.14107e+85	-7.2216e+85	0.139429
6.16117e+85	-1.06221e+86	-8.39163e+85	0.139429
7.1594e+85	-1.23431e+86	-9.75124e+85	0.139429
8.31936e+85	-1.43429e+86	-1.13311e+86	0.139429
9.66725e+85	-1.66667e+86	-1.3167e+86	0.139429
1.12335e+86	-1.9367e+86	-1.53003e+86	0.139429
1.30536e+86	-2.25049e+86	-1.77792e+86	0.139429
1.51685e+86	-2.61511e+86	-2.06598e+86	0.139429
1.76261e+86	-3.03881e+86	-2.40071e+86	0.139429
2.04819e+86	-3.53115e+86	-2.78967e+86	0.139429
2.38003e+86	-4.10326e+86	-3.24165e+86	0.139429
2.76564e+86	-4.76807e+86	-3.76686e+86	0.139429
3.21373e+86	-5.54059e+86	-4.37716e+86	0.139429
3.73441e+86	-6.43827e+86	-5.08634e+86	0.139429
4.33946e+86	-7.48139e+86	-5.91042e+86	0.139429
5.04253e+86	-8.69352e+86	-6.86803e+86	0.139429
5.85952e+86	-1.0102e+87	-7.98078e+86	0.139429
6.80887e+86	-1.17388e+87	-9.27381e+86	0.139429
7.91204e+86	-1.36407e+87	-1.07763e+87	0.139429
9.19394e+86	-1.58507e+87	-1.25223e+87	0.139429
1.06835e+87	-1.84188e+87	-1.45512e+87	0.139429
1.24145e+87	-2.1403e+87	-1.69087e+87	0.139429
1.44259e+87	-2.48707e+87	-1.96483e+87	0.139429
1.67631e+87	-2.89002e+87	-2.28317e+87	0.139429
1.94791e+87	-3.35826e+87	-2.65308e+87	0.139429
2.2635e+87	-3.90237e+87	-3.08293e+87	0.139429
2.63023e+87	-4.53462e+87	-3.58243e+87	0.139429
3.05638e+87	-5.26932e+87	-4.16285e+87	0.139429
3.55157e+87	-6.12305e+87	-4.83731e+87	0.139429
4.127e+87	-7.1151e+87	-5.62105e+87	0.139429
4.79565e+87	-8.26788e+87	-6.53177e+87	0.139429
5.57264e+87	-9.60744e+87	-7.59004e+87	0.139429
6.47551e+87	-1.1164e+88	-8.81977e+87	0.139429
7.52466e+87	-1.29728e+88	-1.02487e+88	0.139429
8.7438e+87	-1.50746e+88	-1.19092e+88	0.139429
1.01605e+88	-1.7517e+88	-1.38387e+88	0.139429
1.18067e+88	-2.03551e+88	-1.60809e+88	0.139429
1.37196e+88	-2.3653e+88	-1.86863e+88	0.139429
1.59424e+88	-2.74853e+88	-2.17138e+88	0.139429
1.85254e+88	-3.19384e+88	-2.52319e+88	0.139429
2.15268e+88	-3.71131e+88	-2.93199e+88	0.139429
2.50146e+88	-4.31261e+88	-3.40703e+88	0.139429
2.90674e+88	-5.01133e+88	-3.95904e+88	0.139429
3.37769e+88	-5.82326e+88	-4.60048e+88	0.139429
3.92494e+88	-6.76674e+88	-5.34584e+88	0.139429
4.56085e+88	-7.86308e+88	-6.21197e+88	0.139429
5.2998e+88	-9.13705e+88	-7.21843e+88	0.139429
6.15847e+88	-1.06174e+89	-8.38795e+88	0.139429
7.15625e+88	-1.23377e+89	-9.74695e+88	0.139429
8.3157e+88	-1.43366e+89	-1.13261e+89	0.139429
9.66301e+88	-1.66594e+89	-1.31612e+89	0.139429
1.12286e+89	-1.93585e+89	-1.52936e+89	0.139429
1.30478e+89	-2.2495e+89	-1.77714e+89	0.139429
1.51618e+89	-2.61396e+89	-2.06507e+89	0.139429
1.76183e+89	-3.03747e+89	-2.39965e+89	0.139429
2.04729e+89	-3.5296e+89	-2.78844e+89	0.139429
2.37899e+89	-4.10146e+89	-3.24022e+89	0.139429
2.76443e+89	-4.76598e+89	-3.7652e+89	0.139429
3.21232e+89	-5.53815e+89	-4.37523e+89	0.139429
3.73277e+89	-6.43544e+89	-5.08411e+89	0.139429
4.33755e+89	-7.4781e+89	-5.90783e+89	0.139429
5.04032e+89	-8.6897e+89	-6.86501e+89	0.139429
5.85695e+89	-1.00976e+90	-7.97727e+89	0.139429
6.80588e+89	-1.17336e+90	-9.26974e+89	0.139429
7.90856e+89	-1.36347e+90	-1.07716e+90	0.139429
9.1899e+89	-1.58437e+90	-1.25168e+90	0.139429
1.06788e+90	-1.84107e+90	-1.45448e+90	0.139429
1.2409e+90	-2.13936e+90	-1.69013e+90	0.139429
1.44195e+90	-2.48598e+90	-1.96397e+90	0.139429
1.67557e+90	-2.88876e+90	-2.28217e+90	0.139429
1.94705e+90	-3.35679e+90	-2.65192e+90	0.139429
2.26251e+90	-3.90065e+90	-3.08158e+90	0.139429
2.62908e+90	-4.53263e+90	-3.58086e+90	0.139429
3.05504e+90	-5.267e+90	-4.16102e+90	0.139429
3.55001e+90	-6.12036e+90	-4.83519e+90	0.139429
4.12518e+90	-7.11197e+90	-5.61858e+90	0.139429
4.79354e+90	-8.26425e+90	-6.5289e+90	0.139429
5.57019e+90	-9.60322e+90	-7.5867e+90	0.139429
6.47266e+90	-1.11591e+91	-8.81589e+90	0.139429
7.52136e+90	-1.29671e+91	-1.02442e+91	0.139429
8.73996e+90	-1.5068e+91	-1.1904e+91	0.139429
1.0156e+91	-1.75093e+91	-1.38327e+91	0.139429
1.18015e+91	-2.03462e+91	-1.60738e+91	0.139429
1.37135e+91	-2.36426e+91	-1.86781e+91	0.139429
1.59354e+91	-2.74732e+91	-2.17043e+91	0.139429
1.85172e+91	-3.19244e+91	-2.52208e+91	0.139429
2.15174e+91	-3.70967e+91	-2.93071e+91	0.139429
2.50036e+91	-4.31071e+91	-3.40554e+91	0.139429
2.90546e+91	-5.00913e+91	-3.9573e+91	0.139429
3.3762e+91	-5.8207e+91	-4.59845e+91	0.139429
3.92321e+91	-6.76377e+91	-5.34349e+91	0.139429
4.55885e+91	-7.85963e+91	-6.20924e+91	0.139429
5.29747e+91	-9.13304e+91	-7.21525e+91	0.139429
6.15576e+91	-1.06128e+92	-8.38426e+91	0.139429
7.15311e+91	-1.23322e+92	-9.74267e+91	0.139429
8.31205e+91	-1.43303e+92	-1.13212e+92	0.139429
9.65876e+91	-1.66521e+92	-1.31554e+92	0.139429
1.12237e+92	-1.935e+92	-1.52868e+92	0.139429
1.30421e+92	-2.24851e+92	-1.77636e+92	0.139429
1.51552e+92	-2.61281e+92	-2.06416e+92	0.139429
1.76106e+92	-3.03614e+92	-2.3986e+92	0.139429
2.04639e+92	-3.52805e+92	-2.78722e+92	0.139429
2.37794e+92	-4.09966e+92	-3.2388e+92	0.139429
2.76321e+92	-4.76388e+92	-3.76355e+92	0.139429
3.2109e+92	-5.53572e+92	-4.37331e+92	0.139429
3.73113e+92	-6.43261e+92	-5.08187e+92	0.139429
4.33565e+92	-7.47482e+92	-5.90523e+92	0.139429
5.0381e+92	-8.68588e+92	-6.86199e+92	0.139429
5.85437e+92	-1.00932e+93	-7.97377e+92	0.139429
6.80289e+92	-1.17284e+93	-9.26567e+92	0.139429
7.90509e+92	-1.36287e+93	-1.07669e+93	0.139429
9.18587e+92	-1.58368e+93	-1.25113e+93	0.139429
1.06742e+93	-1.84026e+93	-1.45384e+93	0.139429
1.24036e+93	-2.13842e+93	-1.68939e+93	0.139429
1.44132e+93	-2.48489e+93	-1.9631e+93	0.139429
1.67484e+93	-2.88749e+93	-2.28116e+93	0.139429
1.94619e+93	-3.35531e+93	-2.65075e+93	0.139429
2.26152e+93	-3.89894e+93	-3.08023e+93	0.139429
2.62792e+93	-4.53064e+93	-3.57928e+93	0.139429
3.0537e+93	-5.26469e+93	-4.15919e+93	0.139429
3.54845e+93	-6.11767e+93	-4.83306e+93	0.139429
4.12337e+93	-7.10885e+93	-5.61611e+93	0.139429
4.79144e+93	-8.26062e+93	-6.52603e+93	0.139429
5.56774e+93	-9.599e+93	-7.58337e+93	0.139429
6.46982e+93	-1.11542e+94	-8.81202e+93	0.139429
7.51805e+93	-1.29614e+94	-1.02397e+94	0.139429
8.73612e+93	-1.50614e+94	-1.18988e+94	0.139429
1.01515e+94	-1.75016e+94	-1.38266e+94	0.139429
1.17963e+94	-2.03372e+94	-1.60668e+94	0.139429
1.37075e+94	-2.36323e+94	-1.86699e+94	0.139429
1.59284e+94	-2.74611e+94	-2.16948e+94	0.139429
1.85091e+94	-3.19104e+94	-2.52097e+94	0.139429
2.15079e+94	-3.70805e+94	-2.92942e+94	0.139429
2.49926e+94	-4.30882e+94	-3.40404e+94	0.139429
2.90419e+94	-5.00693e+94	-3.95556e+94	0.139429
3.37472e+94	-5.81815e+94	-4.59643e+94	0.139429
3.92149e+94	-6.7608e+94	-5.34114e+94	0.139429
4.55685e+94	-7.85618e+94	-6.20651e+94	0.139429
5.29514e+94	-9.12903e+94	-7.21208e+94	0.139429
6.15306e+94	-1.06081e+95	-8.38058e+94	0.139429
7.14997e+94	-1.23268e+95	-9.73839e+94	0.139429
8.3084e+94	-1.4324e+95	-1.13162e+95	0.139429
9.65452e+94	-1.66448e+95	-1.31496e+95	0.139429
1.12187e+95	-1.93415e+95	-1.52801e+95	0.139429
1.30364e+95	-2.24752e+95	-1.77558e+95	0.139429
1.51485e+95	-2.61166e+95	-2.06326e+95	0.139429
1.76029e+95	-3.0348e+95	-2.39754e+95	0.139429
2.04549e+95	-3.5265e+95	-2.78599e+95	0.139429
2.3769e+95	-4.09786e+95	-3.23738e+95	0.139429
2.762e+95	-4.76179e+95	-3.76189e+95	0.139429
3.20949e+95	-5.53329e+95	-4.37139e+95	0.139429
3.72949e+95	-6.42979e+95	-5.07964e+95	0.139429
4.33374e+95	-7.47154e+95	-5.90264e+95	0.139429
5.03589e+95	-8.68207e+95	-6.85898e+95	0.139429
5.8518e+95	-1.00887e+96	-7.97026e+95	0.139429
6.7999e+95	-1.17233e+96	-9.2616e+95	0.139429
7.90162e+95	-1.36227e+96	-1.07622e+96	0.139429
9.18183e+95	-1.58298e+96	-1.25058e+96	0.139429
1.06695e+96	-1.83946e+96	-1.4532e+96	0.139429
1.23981e+96	-2.13748e+96	-1.68865e+96	0.139429
1.44068e+96	-2.4838e+96	-1.96224e+96	0.139429
1.6741e+96	-2.88622e+96	-2.28016e+96	0.139429
1.94534e+96	-3.35384e+96	-2.64959e+96	0.139429
2.26052e+96	-3.89723e+96	-3.07887e+96	0.139429
2.62677e+96	-4.52865e+96	-3.57771e+96	0.139429
3.05236e+96	-5.26238e+96	-4.15737e+96	0.139429
3.5469e+96	-6.11498e+96	-4.83094e+96	0.139429
4.12156e+96	-7.10573e+96	-5.61364e+96	0.139429
4.78933e+96	-8.25699e+96	-6.52316e+96	0.139429
5.56529e+96	-9.59478e+96	-7.58004e+96	0.139429
6.46698e+96	-1.11493e+97	-8.80815e+96	0.139429
7.51475e+96	-1.29557e+97	-1.02352e+97	0.139429
8.73228e+96	-1.50548e+97	-1.18935e+97	0.139429
1.01471e+97	-1.7494e+97	-1.38205e+97	0.139429
1.17911e+97	-2.03283e+97	-1.60597e+97	0.139429
1.37015e+97	-2.36219e+97	-1.86617e+97	0.139429
1.59214e+97	-2.74491e+97	-2.16852e+97	0.139429
1.8501e+97	-3.18963e+97	-2.51987e+97	0.139429
2.14985e+97	-3.70642e+97	-2.92813e+97	0.139429
2.49816e+97	-4.30693e+97	-3.40254e+97	0.139429
2.90291e+97	-5.00473e+97	-3.95382e+97	0.139429
3.37324e+97	-5.81559e+97	-4.59442e+97	0.139429
3.91977e+97	-6.75783e+97	-5.3388e+97	0.139429
4.55484e+97	-7.85273e+97	-6.20378e+97	0.139429
5.29282e+97	-9.12502e+97	-7.20892e+97	0.139429
6.15035e+97	-1.06034e+98	-8.3769e+97	0.139429
7.14683e+97	-1.23214e+98	-9.73411e+97	0.139429
8.30475e+97	-1.43177e+98	-1.13112e+98	0.139429
9.65028e+97	-1.66374e+98	-1.31439e+98	0.139429
1.12138e+98	-1.9333e+98	-1.52734e+98	0.139429
1.30307e+98	-2.24653e+98	-1.7748e+98	0.139429
1.51419e+98	-2.61052e+98	-2.06235e+98	0.139429
1.75951e+98	-3.03347e+98	-2.39649e+98	0.139429
2.04459e+98	-3.52495e+98	-2.78477e+98	0.139429
2.37585e+98	-4.09606e+98	-3.23595e+98	0.139429
2.76078e+98	-4.7597e+98	-3.76024e+98	0.139429
3.20808e+98	-5.53086e+98	-4.36947e+98	0.139429
3.72785e+98	-6.42696e+98	-5.07741e+98	0.139429
4.33184e+98	-7.46825e+98	-5.90005e+98	0.139429
5.03368e+98	-8.67825e+98	-6.85597e+98	0.139429
5.84923e+98	-1.00843e+99	-7.96676e+98	0.139429
6.79692e+98	-1.17181e+99	-9.25753e+98	0.139429
7.89815e+98	-1.36167e+99	-1.07574e+99	0.139429
9.1778e+98	-1.58229e+99	-1.25003e+99	0.139429
1.06648e+99	-1.83865e+99	-1.45256e+99	0.139429
1.23927e+99	-2.13654e+99	-1.68791e+99	0.139429
1.44005e+99	-2.4827e+99	-1.96138e+99	0.139429
1.67337e+99	-2.88495e+99	-2.27916e+99	0.139429
1.94449e+99	-3.35237e+99	-2.64843e+99	0.139429
2.25953e+99	-3.89551e+99	-3.07752e+99	0.139429
2.62562e+99	-4.52666e+99	-3.57614e+99	0.139429
3.05102e+99	-5.26007e+99	-4.15554e+99	0.139429
3.54534e+99	-6.1123e+99	-4.82882e+99	0.139429
4.11975e+99	-7.10261e+99	-5.61118e+99	0.139429
4.78723e+99	-8.25336e+99	-6.5203e+99	0.139429
5.56285e+99	-9.59056e+99	-7.57671e+99	0.139429
6.46414e+99	-1.11444e+100	-8.80428e+99	0.139429
7.51145e+99	-1.295e+100	-1.02307e+100	0.139429
8.72845e+99	-1.50482e+100	-1.18883e+100	0.139429
1.01426e+100	-1.74863e+100	-1.38144e+100	0.139429
1.17859e+100	-2.03194e+100	-1.60526e+100	0.139429
1.36955e+100	-2.36115e+100	-1.86535e+100	0.139429
1.59144e+100	-2.7437e+100	-2.16757e+100	0.139429
1.84928e+100	-3.18823e+100	-2.51876e+100	0.139429
2.1489e+100	-3.70479e+100	-2.92684e+100	0.139429
2.49706e+100	-4.30503e+100	-3.40105e+100	0.139429
2.90164e+100	-5.00253e+100	-3.95208e+100	0.139429
3.37176e+100	-5.81304e+100	-4.5924e+100	0.139429
3.91805e+100	-6.75486e+100	-5.33645e+100	0.139429
4.55284e+100	-7.84928e+100	-6.20106e+100	0.139429
5.29049e+100	-9.12101e+100	-7.20575e+100	0.139429
6.14765e+100	-1.05988e+101	-8.37322e+100	0.139429
7.14369e+100	-1.2316e+101	-9.72984e+100	0.139429
8.3011e+100	-1.43114e+101	-1.13063e+101	0.139429
9.64604e+100	-1.66301e+101	-1.31381e+101	0.139429
1.12089e+101	-1.93245e+101	-1.52667e+101	0.139429
1.30249e+101	-2.24555e+101	-1.77402e+101	0.139429
1.51352e+101	-2.60937e+101	-2.06145e+101	0.139429
1.75874e+101	-3.03214e+101	-2.39544e+101	0.139429
2.04369e+101	-3.5234e+101	-2.78355e+101	0.139429
2.37481e+101	-4.09426e+101	-3.23453e+101	0.139429
2.75957e+101	-4.75761e+101	-3.75859e+101	0.139429
3.20667e+101	-5.52843e+101	-4.36755e+101	0.139429
3.72622e+101	-6.42414e+101	-5.07518e+101	0.139429
4.32993e+101	-7.46497e+101	-5.89745e+101	0.139429
5.03147e+101	-8.67444e+101	-6.85295e+101	0.139429
5.84666e+101	-1.00799e+102	-7.96326e+101	0.139429
6.79393e+101	-1.1713e+102	-9.25346e+101	0.139429
7.89468e+101	-1.36107e+102	-1.07527e+102	0.139429
9.17376e+101	-1.58159e+102	-1.24948e+102	0.139429
1.06601e+102	-1.83784e+102	-1.45192e+102	0.139429
1.23872e+102	-2.1356e+102	-1.68716e+102	0.139429
1.43942e+102	-2.48161e+102	-1.96052e+102	0.139429
1.67263e+102	-2.88368e+102	-2.27816e+102	0.139429
1.94363e+102	-3.35089e+102	-2.64726e+102	0.139429
2.25854e+102	-3.8938e+102	-3.07617e+102	0.139429
2.62446e+102	-4.52467e+102	-3.57457e+102	0.139429
