x1	x2	x3	error
5.5166e+156	-9.51083e+156	-7.51372e+156	0.139429
6.4104e+156	-1.10518e+157	-8.73108e+156	0.139429
7.449e+156	-1.28424e+157	-1.01457e+157	0.139429
8.65588e+156	-1.49231e+157	-1.17895e+157	0.139429
1.00583e+157	-1.73409e+157	-1.36996e+157	0.139429
1.16879e+157	-2.01504e+157	-1.59192e+157	0.139429
1.35816e+157	-2.34152e+157	-1.84984e+157	0.139429
1.57821e+157	-2.72089e+157	-2.14955e+157	0.139429
1.83391e+157	-3.16173e+157	-2.49782e+157	0.139429
2.13104e+157	-3.67399e+157	-2.90251e+157	0.139429
2.4763e+157	-4.26924e+157	-3.37277e+157	0.139429
2.87751e+157	-4.96094e+157	-3.91923e+157	0.139429
3.34372e+157	-5.76471e+157	-4.55422e+157	0.139429
3.88547e+157	-6.6987e+157	-5.29209e+157	0.139429
4.51499e+157	-7.78402e+157	-6.14951e+157	0.139429
5.24651e+157	-9.04518e+157	-7.14584e+157	0.139429
6.09654e+157	-1.05107e+158	-8.3036e+157	0.139429
7.0843e+157	-1.22136e+158	-9.64895e+157	0.139429
8.23209e+157	-1.41924e+158	-1.12123e+158	0.139429
9.56584e+157	-1.64919e+158	-1.30289e+158	0.139429
1.11157e+158	-1.91639e+158	-1.51398e+158	0.139429
1.29166e+158	-2.22688e+158	-1.75927e+158	0.139429
1.50094e+158	-2.58768e+158	-2.04431e+158	0.139429
1.74412e+158	-3.00693e+158	-2.37552e+158	0.139429
2.0267e+158	-3.49411e+158	-2.7604e+158	0.139429
2.35506e+158	-4.06022e+158	-3.20764e+158	0.139429
2.73663e+158	-4.71805e+158	-3.72734e+158	0.139429
3.18002e+158	-5.48247e+158	-4.33124e+158	0.139429
3.69524e+158	-6.37073e+158	-5.03298e+158	0.139429
4.29394e+158	-7.40291e+158	-5.84842e+158	0.139429
4.98964e+158	-8.60232e+158	-6.79598e+158	0.139429
5.79805e+158	-9.99606e+158	-7.89706e+158	0.139429
6.73745e+158	-1.16156e+159	-9.17653e+158	0.139429
7.82904e+158	-1.34976e+159	-1.06633e+159	0.139429
9.0975e+158	-1.56844e+159	-1.2391e+159	0.139429
1.05715e+159	-1.82256e+159	-1.43985e+159	0.139429
1.22842e+159	-2.11785e+159	-1.67314e+159	0.139429
1.42745e+159	-2.46098e+159	-1.94422e+159	0.139429
1.65873e+159	-2.85971e+159	-2.25922e+159	0.139429
1.92747e+159	-3.32304e+159	-2.62525e+159	0.139429
2.23976e+159	-3.86143e+159	-3.05059e+159	0.139429
2.60264e+159	-4.48706e+159	-3.54485e+159	0.139429
3.02432e+159	-5.21404e+159	-4.11918e+159	0.139429
3.51432e+159	-6.05882e+159	-4.78657e+159	0.139429
4.0837e+159	-7.04046e+159	-5.56208e+159	0.139429
4.74534e+159	-8.18115e+159	-6.46325e+159	0.139429
5.51418e+159	-9.50665e+159	-7.51042e+159	0.139429
6.40758e+159	-1.10469e+160	-8.72725e+159	0.139429
7.44573e+159	-1.28367e+160	-1.01412e+160	0.139429
8.65208e+159	-1.49165e+160	-1.17843e+160	0.139429
1.00539e+160	-1.73333e+160	-1.36936e+160	0.139429
1.16828e+160	-2.01416e+160	-1.59122e+160	0.139429
1.35756e+160	-2.34049e+160	-1.84903e+160	0.139429
1.57751e+160	-2.7197e+160	-2.14861e+160	0.139429
1.8331e+160	-3.16034e+160	-2.49672e+160	0.139429
2.1301e+160	-3.67237e+160	-2.90124e+160	0.139429
2.47522e+160	-4.26737e+160	-3.37129e+160	0.139429
2.87625e+160	-4.95876e+160	-3.91751e+160	0.139429
3.34226e+160	-5.76218e+160	-4.55222e+160	0.139429
3.88377e+160	-6.69576e+160	-5.28976e+160	0.139429
4.51301e+160	-7.7806e+160	-6.1468e+160	0.139429
5.2442e+160	-9.0412e+160	-7.1427e+160	0.139429
6.09386e+160	-1.05061e+161	-8.29996e+160	0.139429
7.08118e+160	-1.22082e+161	-9.64471e+160	0.139429
8.22847e+160	-1.41862e+161	-1.12073e+161	0.139429
9.56164e+160	-1.64846e+161	-1.30231e+161	0.139429
1.11108e+161	-1.91555e+161	-1.51331e+161	0.139429
1.2911e+161	-2.2259e+161	-1.7585e+161	0.139429
1.50028e+161	-2.58654e+161	-2.04341e+161	0.139429
1.74335e+161	-3.00561e+161	-2.37448e+161	0.139429
2.02581e+161	-3.49257e+161	-2.75919e+161	0.139429
2.35403e+161	-4.05844e+161	-3.20623e+161	0.139429
2.73543e+161	-4.71598e+161	-3.7257e+161	0.139429
3.17862e+161	-5.48006e+161	-4.32934e+161	0.139429
3.69361e+161	-6.36793e+161	-5.03077e+161	0.139429
4.29205e+161	-7.39966e+161	-5.84585e+161	0.139429
4.98744e+161	-8.59854e+161	-6.79299e+161	0.139429
5.79551e+161	-9.99167e+161	-7.89359e+161	0.139429
6.73449e+161	-1.16105e+162	-9.1725e+161	0.139429
7.8256e+161	-1.34916e+162	-1.06586e+162	0.139429
9.0935e+161	-1.56775e+162	-1.23855e+162	0.139429
1.05668e+162	-1.82176e+162	-1.43922e+162	0.139429
1.22788e+162	-2.11692e+162	-1.6724e+162	0.139429
1.42683e+162	-2.4599e+162	-1.94336e+162	0.139429
1.658e+162	-2.85845e+162	-2.25822e+162	0.139429
1.92663e+162	-3.32158e+162	-2.6241e+162	0.139429
2.23878e+162	-3.85973e+162	-3.04925e+162	0.139429
2.6015e+162	-4.48508e+162	-3.54329e+162	0.139429
3.02299e+162	-5.21175e+162	-4.11737e+162	0.139429
3.51277e+162	-6.05616e+162	-4.78447e+162	0.139429
4.08191e+162	-7.03737e+162	-5.55964e+162	0.139429
4.74326e+162	-8.17756e+162	-6.46041e+162	0.139429
5.51176e+162	-9.50248e+162	-7.50712e+162	0.139429
6.40477e+162	-1.10421e+163	-8.72341e+162	0.139429
7.44246e+162	-1.28311e+163	-1.01368e+163	0.139429
8.64828e+162	-1.491e+163	-1.17791e+163	0.139429
1.00495e+163	-1.73257e+163	-1.36876e+163	0.139429
1.16777e+163	-2.01327e+163	-1.59052e+163	0.139429
1.35697e+163	-2.33946e+163	-1.84822e+163	0.139429
1.57682e+163	-2.7185e+163	-2.14766e+163	0.139429
1.8323e+163	-3.15895e+163	-2.49562e+163	0.139429
2.12916e+163	-3.67076e+163	-2.89996e+163	0.139429
2.47413e+163	-4.26549e+163	-3.36981e+163	0.139429
2.87499e+163	-4.95658e+163	-3.91578e+163	0.139429
3.34079e+163	-5.75965e+163	-4.55022e+163	0.139429
3.88206e+163	-6.69282e+163	-5.28744e+163	0.139429
4.51103e+163	-7.77718e+163	-6.1441e+163	0.139429
5.2419e+163	-9.03723e+163	-7.13957e+163	0.139429
6.09119e+163	-1.05014e+164	-8.29631e+163	0.139429
7.07807e+163	-1.22029e+164	-9.64047e+163	0.139429
8.22486e+163	-1.418e+164	-1.12024e+164	0.139429
9.55744e+163	-1.64774e+164	-1.30174e+164	0.139429
1.11059e+164	-1.9147e+164	-1.51265e+164	0.139429
1.29053e+164	-2.22492e+164	-1.75773e+164	0.139429
1.49962e+164	-2.5854e+164	-2.04251e+164	0.139429
1.74259e+164	-3.00429e+164	-2.37344e+164	0.139429
2.02492e+164	-3.49104e+164	-2.75798e+164	0.139429
2.353e+164	-4.05665e+164	-3.20482e+164	0.139429
2.73423e+164	-4.71391e+164	-3.72407e+164	0.139429
3.17722e+164	-5.47765e+164	-4.32744e+164	0.139429
3.69199e+164	-6.36513e+164	-5.02856e+164	0.139429
4.29017e+164	-7.39641e+164	-5.84329e+164	0.139429
4.98525e+164	-8.59477e+164	-6.79001e+164	0.139429
5.79296e+164	-9.98728e+164	-7.89012e+164	0.139429
6.73153e+164	-1.16054e+165	-9.16847e+164	0.139429
7.82217e+164	-1.34857e+165	-1.06539e+165	0.139429
9.0895e+164	-1.56707e+165	-1.23801e+165	0.139429
1.05622e+165	-1.82096e+165	-1.43859e+165	0.139429
1.22735e+165	-2.11599e+165	-1.67167e+165	0.139429
1.4262e+165	-2.45882e+165	-1.94251e+165	0.139429
1.65727e+165	-2.8572e+165	-2.25723e+165	0.139429
1.92578e+165	-3.32012e+165	-2.62295e+165	0.139429
2.23779e+165	-3.85804e+165	-3.04792e+165	0.139429
2.60036e+165	-4.48311e+165	-3.54174e+165	0.139429
3.02166e+165	-5.20946e+165	-4.11556e+165	0.139429
3.51123e+165	-6.0535e+165	-4.78236e+165	0.139429
4.08012e+165	-7.03428e+165	-5.5572e+165	0.139429
4.74117e+165	-8.17396e+165	-6.45757e+165	0.139429
5.50933e+165	-9.4983e+165	-7.50382e+165	0.139429
6.40195e+165	-1.10372e+166	-8.71958e+165	0.139429
7.43919e+165	-1.28254e+166	-1.01323e+166	0.139429
8.64448e+165	-1.49034e+166	-1.17739e+166	0.139429
1.00451e+166	-1.7318e+166	-1.36815e+166	0.139429
1.16725e+166	-2.01239e+166	-1.58982e+166	0.139429
1.35637e+166	-2.33844e+166	-1.8474e+166	0.139429
1.57613e+166	-2.71731e+166	-2.14672e+166	0.139429
1.83149e+166	-3.15756e+166	-2.49453e+166	0.139429
2.12823e+166	-3.66915e+166	-2.89869e+166	0.139429
2.47304e+166	-4.26362e+166	-3.36833e+166	0.139429
2.87372e+166	-4.95441e+166	-3.91406e+166	0.139429
3.33932e+166	-5.75711e+166	-4.54822e+166	0.139429
3.88035e+166	-6.68988e+166	-5.28512e+166	0.139429
4.50904e+166	-7.77376e+166	-6.1414e+166	0.139429
5.2396e+166	-9.03326e+166	-7.13643e+166	0.139429
6.08851e+166	-1.04968e+167	-8.29267e+166	0.139429
7.07496e+166	-1.21975e+167	-9.63624e+166	0.139429
8.22124e+166	-1.41737e+167	-1.11975e+167	0.139429
9.55324e+166	-1.64702e+167	-1.30117e+167	0.139429
1.1101e+167	-1.91386e+167	-1.51198e+167	0.139429
1.28996e+167	-2.22395e+167	-1.75695e+167	0.139429
1.49896e+167	-2.58427e+167	-2.04161e+167	0.139429
1.74182e+167	-3.00297e+167	-2.37239e+167	0.139429
2.02403e+167	-3.4895e+167	-2.75677e+167	0.139429
2.35196e+167	-4.05487e+167	-3.20342e+167	0.139429
2.73302e+167	-4.71184e+167	-3.72243e+167	0.139429
3.17583e+167	-5.47524e+167	-4.32554e+167	0.139429
3.69037e+167	-6.36234e+167	-5.02635e+167	0.139429
4.28828e+167	-7.39316e+167	-5.84072e+167	0.139429
4.98306e+167	-8.59099e+167	-6.78703e+167	0.139429
5.79041e+167	-9.9829e+167	-7.88666e+167	0.139429
6.72857e+167	-1.16003e+168	-9.16444e+167	0.139429
7.81873e+167	-1.34798e+168	-1.06493e+168	0.139429
9.08551e+167	-1.56638e+168	-1.23746e+168	0.139429
1.05575e+168	-1.82016e+168	-1.43796e+168	0.139429
1.22681e+168	-2.11506e+168	-1.67093e+168	0.139429
1.42557e+168	-2.45774e+168	-1.94166e+168	0.139429
1.65654e+168	-2.85594e+168	-2.25624e+168	0.139429
1.92493e+168	-3.31866e+168	-2.6218e+168	0.139429
2.23681e+168	-3.85634e+168	-3.04658e+168	0.139429
2.59921e+168	-4.48114e+168	-3.54018e+168	0.139429
3.02034e+168	-5.20718e+168	-4.11376e+168	0.139429
3.50969e+168	-6.05084e+168	-4.78026e+168	0.139429
4.07832e+168	-7.03119e+168	-5.55476e+168	0.139429
4.73909e+168	-8.17037e+168	-6.45473e+168	0.139429
5.50691e+168	-9.49413e+168	-7.50052e+168	0.139429
6.39914e+168	-1.10324e+169	-8.71575e+168	0.139429
7.43592e+168	-1.28198e+169	-1.01279e+169	0.139429
8.64068e+168	-1.48969e+169	-1.17688e+169	0.139429
1.00406e+169	-1.73104e+169	-1.36755e+169	0.139429
1.16674e+169	-2.01151e+169	-1.58912e+169	0.139429
1.35578e+169	-2.33741e+169	-1.84659e+169	0.139429
1.57544e+169	-2.71611e+169	-2.14578e+169	0.139429
1.83069e+169	-3.15618e+169	-2.49343e+169	0.139429
2.12729e+169	-3.66754e+169	-2.89741e+169	0.139429
2.47196e+169	-4.26175e+169	-3.36685e+169	0.139429
2.87246e+169	-4.95223e+169	-3.91235e+169	0.139429
3.33785e+169	-5.75459e+169	-4.54622e+169	0.139429
3.87865e+169	-6.68694e+169	-5.28279e+169	0.139429
4.50706e+169	-7.77035e+169	-6.13871e+169	0.139429
5.23729e+169	-9.02929e+169	-7.13329e+169	0.139429
6.08584e+169	-1.04922e+170	-8.28902e+169	0.139429
7.07186e+169	-1.21921e+170	-9.632e+169	0.139429
8.21763e+169	-1.41675e+170	-1.11926e+170	0.139429
9.54904e+169	-1.64629e+170	-1.3006e+170	0.139429
1.10962e+170	-1.91302e+170	-1.51132e+170	0.139429
1.2894e+170	-2.22297e+170	-1.75618e+170	0.139429
1.4983e+170	-2.58313e+170	-2.04072e+170	0.139429
1.74106e+170	-3.00165e+170	-2.37135e+170	0.139429
2.02314e+170	-3.48797e+170	-2.75556e+170	0.139429
2.35093e+170	-4.05309e+170	-3.20201e+170	0.139429
2.73182e+170	-4.70977e+170	-3.7208e+170	0.139429
3.17443e+170	-5.47284e+170	-4.32364e+170	0.139429
3.68875e+170	-6.35954e+170	-5.02415e+170	0.139429
4.2864e+170	-7.38991e+170	-5.83815e+170	0.139429
4.98087e+170	-8.58722e+170	-6.78405e+170	0.139429
5.78787e+170	-9.97851e+170	-7.88319e+170	0.139429
6.72562e+170	-1.15952e+171	-9.16042e+170	0.139429
7.81529e+170	-1.34739e+171	-1.06446e+171	0.139429
9.08152e+170	-1.56569e+171	-1.23692e+171	0.139429
1.05529e+171	-1.81936e+171	-1.43733e+171	0.139429
1.22627e+171	-2.11413e+171	-1.6702e+171	0.139429
1.42495e+171	-2.45666e+171	-1.9408e+171	0.139429
1.65581e+171	-2.85469e+171	-2.25525e+171	0.139429
1.92409e+171	-3.3172e+171	-2.62064e+171	0.139429
2.23583e+171	-3.85465e+171	-3.04524e+171	0.139429
2.59807e+171	-4.47918e+171	-3.53862e+171	0.139429
3.01901e+171	-5.20489e+171	-4.11195e+171	0.139429
3.50815e+171	-6.04818e+171	-4.77816e+171	0.139429
4.07653e+171	-7.0281e+171	-5.55232e+171	0.139429
4.73701e+171	-8.16678e+171	-6.4519e+171	0.139429
5.5045e+171	-9.48996e+171	-7.49723e+171	0.139429
6.39633e+171	-1.10275e+172	-8.71192e+171	0.139429
7.43265e+171	-1.28142e+172	-1.01234e+172	0.139429
8.63689e+171	-1.48903e+172	-1.17636e+172	0.139429
1.00362e+172	-1.73028e+172	-1.36695e+172	0.139429
1.16623e+172	-2.01062e+172	-1.58843e+172	0.139429
1.35518e+172	-2.33638e+172	-1.84578e+172	0.139429
1.57474e+172	-2.71492e+172	-2.14483e+172	0.139429
1.82988e+172	-3.15479e+172	-2.49234e+172	0.139429
2.12636e+172	-3.66592e+172	-2.89614e+172	0.139429
2.47087e+172	-4.25987e+172	-3.36537e+172	0.139429
2.8712e+172	-4.95005e+172	-3.91063e+172	0.139429
3.33639e+172	-5.75206e+172	-4.54422e+172	0.139429
3.87694e+172	-6.684e+172	-5.28047e+172	0.139429
4.50508e+172	-7.76694e+172	-6.13601e+172	0.139429
5.23499e+172	-9.02533e+172	-7.13016e+172	0.139429
6.08316e+172	-1.04876e+173	-8.28538e+172	0.139429
7.06875e+172	-1.21868e+173	-9.62777e+172	0.139429
8.21402e+172	-1.41613e+173	-1.11877e+173	0.139429
9.54485e+172	-1.64557e+173	-1.30003e+173	0.139429
1.10913e+173	-1.91218e+173	-1.51066e+173	0.139429
1.28883e+173	-2.22199e+173	-1.75541e+173	0.139429
1.49764e+173	-2.582e+173	-2.03982e+173	0.139429
1.74029e+173	-3.00033e+173	-2.37031e+173	0.139429
2.02225e+173	-3.48644e+173	-2.75435e+173	0.139429
2.3499e+173	-4.05131e+173	-3.2006e+173	0.139429
2.73062e+173	-4.7077e+173	-3.71916e+173	0.139429
3.17304e+173	-5.47044e+173	-4.32174e+173	0.139429
3.68713e+173	-6.35675e+173	-5.02194e+173	0.139429
4.28451e+173	-7.38666e+173	-5.83559e+173	0.139429
4.97869e+173	-8.58344e+173	-6.78107e+173	0.139429
5.78533e+173	-9.97413e+173	-7.87973e+173	0.139429
6.72266e+173	-1.15901e+174	-9.15639e+173	0.139429
7.81186e+173	-1.34679e+174	-1.06399e+174	0.139429
9.07753e+173	-1.565e+174	-1.23638e+174	0.139429
1.05483e+174	-1.81856e+174	-1.43669e+174	0.139429
1.22573e+174	-2.1132e+174	-1.66947e+174	0.139429
1.42432e+174	-2.45558e+174	-1.93995e+174	0.139429
1.65509e+174	-2.85343e+174	-2.25426e+174	0.139429
1.92324e+174	-3.31574e+174	-2.61949e+174	0.139429
2.23484e+174	-3.85296e+174	-3.0439e+174	0.139429
2.59693e+174	-4.47721e+174	-3.53707e+174	0.139429
3.01768e+174	-5.2026e+174	-4.11014e+174	0.139429
3.50661e+174	-6.04552e+174	-4.77606e+174	0.139429
4.07474e+174	-7.02501e+174	-5.54988e+174	0.139429
4.73493e+174	-8.1632e+174	-6.44906e+174	0.139429
5.50208e+174	-9.48579e+174	-7.49393e+174	0.139429
6.39352e+174	-1.10227e+175	-8.70809e+174	0.139429
7.42939e+174	-1.28086e+175	-1.0119e+175	0.139429
8.63309e+174	-1.48838e+175	-1.17584e+175	0.139429
1.00318e+175	-1.72952e+175	-1.36635e+175	0.139429
1.16572e+175	-2.00974e+175	-1.58773e+175	0.139429
1.35458e+175	-2.33536e+175	-1.84497e+175	0.139429
1.57405e+175	-2.71373e+175	-2.14389e+175	0.139429
1.82908e+175	-3.1534e+175	-2.49124e+175	0.139429
2.12543e+175	-3.66431e+175	-2.89487e+175	0.139429
2.46978e+175	-4.258e+175	-3.36389e+175	0.139429
2.86994e+175	-4.94788e+175	-3.90891e+175	0.139429
3.33492e+175	-5.74953e+175	-4.54223e+175	0.139429
3.87524e+175	-6.68106e+175	-5.27815e+175	0.139429
4.5031e+175	-7.76352e+175	-6.13331e+175	0.139429
5.23269e+175	-9.02136e+175	-7.12703e+175	0.139429
6.08049e+175	-1.0483e+176	-8.28174e+175	0.139429
7.06564e+175	-1.21814e+176	-9.62354e+175	0.139429
8.21041e+175	-1.41551e+176	-1.11827e+176	0.139429
9.54066e+175	-1.64485e+176	-1.29946e+176	0.139429
1.10864e+176	-1.91134e+176	-1.50999e+176	0.139429
1.28826e+176	-2.22102e+176	-1.75464e+176	0.139429
1.49699e+176	-2.58086e+176	-2.03892e+176	0.139429
1.73953e+176	-2.99901e+176	-2.36927e+176	0.139429
2.02136e+176	-3.48491e+176	-2.75314e+176	0.139429
2.34886e+176	-4.04953e+176	-3.1992e+176	0.139429
2.72942e+176	-4.70563e+176	-3.71753e+176	0.139429
3.17164e+176	-5.46803e+176	-4.31984e+176	0.139429
3.68551e+176	-6.35396e+176	-5.01973e+176	0.139429
4.28263e+176	-7.38342e+176	-5.83303e+176	0.139429
4.9765e+176	-8.57967e+176	-6.77809e+176	0.139429
5.78279e+176	-9.96974e+176	-7.87627e+176	0.139429
6.71971e+176	-1.1585e+177	-9.15237e+176	0.139429
7.80843e+176	-1.3462e+177	-1.06352e+177	0.139429
9.07354e+176	-1.56431e+177	-1.23583e+177	0.139429
1.05436e+177	-1.81776e+177	-1.43606e+177	0.139429
1.22519e+177	-2.11227e+177	-1.66873e+177	0.139429
1.42369e+177	-2.4545e+177	-1.9391e+177	0.139429
1.65436e+177	-2.85218e+177	-2.25327e+177	0.139429
1.9224e+177	-3.31429e+177	-2.61834e+177	0.139429
2.23386e+177	-3.85126e+177	-3.04256e+177	0.139429
2.59579e+177	-4.47524e+177	-3.53552e+177	0.139429
3.01636e+177	-5.20032e+177	-4.10834e+177	0.139429
3.50507e+177	-6.04287e+177	-4.77397e+177	0.139429
4.07295e+177	-7.02193e+177	-5.54744e+177	0.139429
4.73285e+177	-8.15961e+177	-6.44623e+177	0.139429
5.49966e+177	-9.48162e+177	-7.49064e+177	0.139429
6.39071e+177	-1.10178e+178	-8.70427e+177	0.139429
7.42613e+177	-1.28029e+178	-1.01145e+178	0.139429
8.6293e+177	-1.48772e+178	-1.17533e+178	0.139429
1.00274e+178	-1.72876e+178	-1.36575e+178	0.139429
1.1652e+178	-2.00886e+178	-1.58703e+178	0.139429
1.35399e+178	-2.33433e+178	-1.84416e+178	0.139429
1.57336e+178	-2.71254e+178	-2.14295e+178	0.139429
1.82828e+178	-3.15202e+178	-2.49015e+178	0.139429
2.12449e+178	-3.6627e+178	-2.8936e+178	0.139429
2.4687e+178	-4.25613e+178	-3.36242e+178	0.139429
2.86868e+178	-4.94571e+178	-3.90719e+178	0.139429
3.33346e+178	-5.74701e+178	-4.54023e+178	0.139429
3.87354e+178	-6.67813e+178	-5.27583e+178	0.139429
4.50113e+178	-7.76011e+178	-6.13062e+178	0.139429
5.23039e+178	-9.0174e+178	-7.1239e+178	0.139429
6.07782e+178	-1.04784e+179	-8.2781e+178	0.139429
7.06254e+178	-1.21761e+179	-9.61931e+178	0.139429
8.20681e+178	-1.41488e+179	-1.11778e+179	0.139429
9.53647e+178	-1.64412e+179	-1.29888e+179	0.139429
1.10816e+179	-1.9105e+179	-1.50933e+179	0.139429
1.2877e+179	-2.22004e+179	-1.75387e+179	0.139429
1.49633e+179	-2.57973e+179	-2.03803e+179	0.139429
1.73876e+179	-2.99769e+179	-2.36823e+179	0.139429
2.02048e+179	-3.48338e+179	-2.75193e+179	0.139429
2.34783e+179	-4.04775e+179	-3.19779e+179	0.139429
2.72822e+179	-4.70356e+179	-3.71589e+179	0.139429
3.17025e+179	-5.46563e+179	-4.31794e+179	0.139429
3.68389e+179	-6.35117e+179	-5.01753e+179	0.139429
4.28075e+179	-7.38018e+179	-5.83046e+179	0.139429
4.97431e+179	-8.57591e+179	-6.77511e+179	0.139429
5.78025e+179	-9.96537e+179	-7.87281e+179	0.139429
6.71676e+179	-1.15799e+180	-9.14835e+179	0.139429
7.805e+179	-1.34561e+180	-1.06306e+180	0.139429
9.06956e+179	-1.56363e+180	-1.23529e+180	0.139429
1.0539e+180	-1.81696e+180	-1.43543e+180	0.139429
1.22465e+180	-2.11135e+180	-1.668e+180	0.139429
1.42307e+180	-2.45342e+180	-1.93825e+180	0.139429
1.65363e+180	-2.85093e+180	-2.25228e+180	0.139429
1.92155e+180	-3.31283e+180	-2.61719e+180	0.139429
2.23288e+180	-3.84957e+180	-3.04123e+180	0.139429
2.59465e+180	-4.47328e+180	-3.53396e+180	0.139429
3.01503e+180	-5.19803e+180	-4.10653e+180	0.139429
3.50353e+180	-6.04021e+180	-4.77187e+180	0.139429
4.07116e+180	-7.01884e+180	-5.545e+180	0.139429
4.73077e+180	-8.15603e+180	-6.4434e+180	0.139429
5.49724e+180	-9.47746e+180	-7.48735e+180	0.139429
6.3879e+180	-1.1013e+181	-8.70044e+180	0.139429
7.42286e+180	-1.27973e+181	-1.01101e+181	0.139429
8.62551e+180	-1.48707e+181	-1.17481e+181	0.139429
1.0023e+181	-1.728e+181	-1.36515e+181	0.139429
1.16469e+181	-2.00797e+181	-1.58633e+181	0.139429
1.35339e+181	-2.3333e+181	-1.84335e+181	0.139429
1.57267e+181	-2.71134e+181	-2.14201e+181	0.139429
1.82747e+181	-3.15063e+181	-2.48905e+181	0.139429
2.12356e+181	-3.6611e+181	-2.89233e+181	0.139429
2.46762e+181	-4.25426e+181	-3.36094e+181	0.139429
2.86742e+181	-4.94353e+181	-3.90547e+181	0.139429
3.33199e+181	-5.74448e+181	-4.53824e+181	0.139429
3.87184e+181	-6.6752e+181	-5.27352e+181	0.139429
4.49915e+181	-7.7567e+181	-6.12793e+181	0.139429
5.2281e+181	-9.01344e+181	-7.12077e+181	0.139429
6.07515e+181	-1.04738e+182	-8.27447e+181	0.139429
7.05944e+181	-1.21707e+182	-9.61509e+181	0.139429
8.2032e+181	-1.41426e+182	-1.11729e+182	0.139429
9.53228e+181	-1.6434e+182	-1.29831e+182	0.139429
1.10767e+182	-1.90966e+182	-1.50867e+182	0.139429
1.28713e+182	-2.21906e+182	-1.7531e+182	0.139429
1.49567e+182	-2.5786e+182	-2.03713e+182	0.139429
1.738e+182	-2.99638e+182	-2.36719e+182	0.139429
2.01959e+182	-3.48185e+182	-2.75072e+182	0.139429
2.3468e+182	-4.04597e+182	-3.19639e+182	0.139429
2.72703e+182	-4.7015e+182	-3.71426e+182	0.139429
3.16886e+182	-5.46323e+182	-4.31604e+182	0.139429
3.68227e+182	-6.34838e+182	-5.01532e+182	0.139429
4.27887e+182	-7.37693e+182	-5.8279e+182	0.139429
4.97213e+182	-8.57214e+182	-6.77213e+182	0.139429
5.77771e+182	-9.96099e+182	-7.86935e+182	0.139429
6.71381e+182	-1.15749e+183	-9.14433e+182	0.139429
7.80157e+182	-1.34502e+183	-1.06259e+183	0.139429
9.06557e+182	-1.56294e+183	-1.23475e+183	0.139429
1.05344e+183	-1.81617e+183	-1.4348e+183	0.139429
1.22411e+183	-2.11042e+183	-1.66727e+183	0.139429
1.42244e+183	-2.45235e+183	-1.93739e+183	0.139429
1.65291e+183	-2.84967e+183	-2.25129e+183	0.139429
1.92071e+183	-3.31137e+183	-2.61604e+183	0.139429
2.2319e+183	-3.84788e+183	-3.03989e+183	0.139429
2.59351e+183	-4.47131e+183	-3.53241e+183	0.139429
3.01371e+183	-5.19575e+183	-4.10473e+183	0.139429
3.50199e+183	-6.03756e+183	-4.76977e+183	0.139429
4.06937e+183	-7.01576e+183	-5.54257e+183	0.139429
4.72869e+183	-8.15244e+183	-6.44057e+183	0.139429
5.49483e+183	-9.47329e+183	-7.48406e+183	0.139429
6.3851e+183	-1.10081e+184	-8.69662e+183	0.139429
7.4196e+183	-1.27917e+184	-1.01056e+184	0.139429
8.62172e+183	-1.48642e+184	-1.17429e+184	0.139429
1.00186e+184	-1.72725e+184	-1.36455e+184	0.139429
1.16418e+184	-2.00709e+184	-1.58564e+184	0.139429
1.3528e+184	-2.33228e+184	-1.84254e+184	0.139429
1.57198e+184	-2.71015e+184	-2.14107e+184	0.139429
1.82667e+184	-3.14925e+184	-2.48796e+184	0.139429
2.12263e+184	-3.65949e+184	-2.89106e+184	0.139429
2.46653e+184	-4.25239e+184	-3.35946e+184	0.139429
2.86616e+184	-4.94136e+184	-3.90376e+184	0.139429
3.33053e+184	-5.74196e+184	-4.53624e+184	0.139429
3.87014e+184	-6.67226e+184	-5.2712e+184	0.139429
4.49717e+184	-7.7533e+184	-6.12523e+184	0.139429
5.2258e+184	-9.00948e+184	-7.11764e+184	0.139429
6.07248e+184	-1.04692e+185	-8.27083e+184	0.139429
7.05634e+184	-1.21654e+185	-9.61087e+184	0.139429
8.1996e+184	-1.41364e+185	-1.1168e+185	0.139429
9.52809e+184	-1.64268e+185	-1.29774e+185	0.139429
1.10718e+185	-1.90882e+185	-1.508e+185	0.139429
1.28657e+185	-2.21809e+185	-1.75233e+185	0.139429
1.49501e+185	-2.57746e+185	-2.03624e+185	0.139429
1.73724e+185	-2.99506e+185	-2.36615e+185	0.139429
2.0187e+185	-3.48032e+185	-2.74951e+185	0.139429
2.34577e+185	-4.0442e+185	-3.19498e+185	0.139429
2.72583e+185	-4.69943e+185	-3.71263e+185	0.139429
3.16746e+185	-5.46083e+185	-4.31415e+185	0.139429
3.68065e+185	-6.34559e+185	-5.01312e+185	0.139429
4.27699e+185	-7.37369e+185	-5.82534e+185	0.139429
4.96994e+185	-8.56837e+185	-6.76916e+185	0.139429
5.77517e+185	-9.95661e+185	-7.86589e+185	0.139429
6.71086e+185	-1.15698e+186	-9.14031e+185	0.139429
7.79814e+185	-1.34443e+186	-1.06212e+186	0.139429
9.06159e+185	-1.56225e+186	-1.23421e+186	0.139429
1.05297e+186	-1.81537e+186	-1.43417e+186	0.139429
1.22358e+186	-2.10949e+186	-1.66653e+186	0.139429
